time_s,P_drive_W,P_hvac_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
3268.25,16732.220687804584,1526.4793819381803,13074.877908217233,5183.822161525531,35.19686007127082,35.06300910508013,0.5501569749172454,0.5247552699008089
3268.5,18643.269958938425,1526.472027575795,14985.901546848352,5183.840439665867,35.19684442863428,35.06299170360019,0.5501569912417569,0.524755301899824
3268.75,20214.730219036872,1526.4646752560045,16557.336183073076,5183.858711219801,35.19683742691198,35.06297430839075,0.5501570092780708,0.5247553338989518
3269.0,17443.955335629526,1526.4573249782416,13786.535684418053,5183.876976189713,35.19683849743614,35.062956919449555,0.5501570242960835,0.5247553658981924
3269.25,16573.90630772029,1526.4499767419388,12916.461049884263,5183.895234577968,35.19682592538544,35.062939536774344,0.5501570383663025,0.5247553978975457
3269.5,17527.494613722145,1526.4426305465292,13870.023757881734,5183.9134863869385,35.1968096325449,35.06292216036286,0.5501570534752608,0.5247554298970116
3269.75,18634.55746130256,1526.4352863914462,14977.06101607501,5183.931731618997,35.196797438559386,35.062904790212855,0.5501570697901421,0.5247554618965902
3270.0,18083.064468807253,1526.427944276123,14425.542442806873,5183.949970276502,35.19679040488639,35.06288742632207,0.5501570855042406,0.5247554938962813
3270.25,17220.204098514925,1526.420604199993,13562.656500353092,5183.968202361826,35.1967807492405,35.062870068688255,0.5501571002783762,0.524755525896085
3270.5,17662.89591396265,1526.4132661624897,14005.322752247808,5183.986427877332,35.19676720683417,35.062852717309156,0.550157115534719,0.5247555578960013
3270.75,17786.925680650234,1526.4059301630473,14129.326963987896,5184.004646825387,35.19675562977082,35.06283537218252,0.5501571309261427,0.52475558989603
3271.0,19039.398004205552,1526.3985962010995,15381.773741198296,5184.022859208355,35.196744617491795,35.062818033306094,0.5501571476818875,0.5247556218961711
3271.25,16932.52652057832,1526.3912642760802,13274.876719825801,5184.041065028601,35.19673958991098,35.062800700677634,0.5501571621425375,0.5247556538964245
3271.5,19074.772872961024,1526.3839343874242,15417.097543059965,5184.059264288484,35.19672481850859,35.06278337429489,0.5501571789367614,0.5247556858967903
3271.75,17382.62305844527,1526.3766065345653,13724.92220798947,5184.077456990368,35.19671997233766,35.06276605415561,0.550157193887657,0.5247557178972685
3272.0,18761.513443868294,1526.3692807169386,15103.787081448623,5184.09564313661,35.19670715522809,35.06274874025755,0.5501572103405842,0.5247557498978589
3272.25,18561.547862661722,1526.3619569339787,14903.795996866125,5184.113822729576,35.196700760721626,35.062731432598454,0.550157226575656,0.5247557818985615
3272.5,17488.81900161085,1526.3546351851203,13831.041641024349,5184.131995771623,35.19669339490173,35.062714131176094,0.5501572416421502,0.5247558138993763
3272.75,17976.37525602167,1526.3473154697988,14318.57240922637,5184.150162265101,35.196681054129,35.06269683598821,0.5501572572397236,0.5247558459003032
3273.0,17753.09730414098,1526.339997787449,14095.268979716056,5184.168322212377,35.196670927502545,35.062679547032566,0.5501572725940471,0.5247558779013423
3273.25,18102.902031567897,1526.3326821375065,14445.048238089596,5184.186475615806,35.19665977996011,35.06266226430691,0.5501572883293938,0.5247559099024933
3273.5,18000.14864342738,1526.3253685194065,14342.26938946904,5184.204622477746,35.19665024567043,35.062644987809,0.550157303952781,0.5247559419037564
3273.75,18655.5842067789,1526.3180569325853,14997.679500910937,5184.2227628005485,35.196640235832135,35.06262771753661,0.5501573202901224,0.5247559739051315
3274.0,16417.07219494697,1526.3107473764783,12759.142045736888,5184.2408965865625,35.196633339069145,35.06261045348748,0.55015733418897,0.5247560059066185
3274.25,17343.366621940575,1526.3034398505215,13685.411037952952,5184.259023838146,35.196616445729134,35.062593195659375,0.5501573490968251,0.5247560379082175
3274.5,19608.47586678669,1526.2961343541513,15950.494856583186,5184.277144557656,35.196603478530015,35.06257594405006,0.5501573664720919,0.5247560699099282
3274.75,17083.679484844663,1526.2888308868035,13425.67305698403,5184.2952587474365,35.19660138386111,35.06255869865729,0.5501573810970081,0.5247561019117508
3275.0,17830.954412338815,1526.281529447915,14172.922575376886,5184.313366409844,35.19658728969786,35.06254145947884,0.5501573965359216,0.5247561339136851
3275.25,16120.199424752038,1526.2742300369225,12462.142187241738,5184.331467547222,35.196576515422116,35.06252422651245,0.5501574101112399,0.5247561659157313
3275.5,20157.32165024836,1526.2669326532625,16499.239020739697,5184.349562161926,35.196558441645216,35.062506999755904,0.5501574280842672,0.5247561979178891
3275.75,19027.128420992667,1526.259637296372,15369.020408032737,5184.367650256301,35.196559264157194,35.062489779206956,0.5501574448261195,0.5247562299201586
3276.0,19069.611090965376,1526.252343965688,15411.477703098368,5184.385731832696,35.19655421630283,35.06247256486338,0.5501574616142215,0.5247562619225397
3276.25,18767.951993364615,1526.2450526606478,15109.79323913181,5184.403806893454,35.196549381973405,35.062455356722936,0.5501574780736913,0.5247562939250323
3276.5,19465.706427408488,1526.2377633806889,15807.52231534826,5184.421875440918,35.1965430538046,35.06243815478339,0.5501574952932146,0.5247563259276364
3276.75,18870.311618297317,1526.230476125249,15212.10215694513,5184.439937477437,35.19654023356961,35.06242095904252,0.550157511864132,0.5247563579303521
3277.0,16597.044997673664,1526.2231908937654,12938.810195562073,5184.457993005354,35.19653441091593,35.062403769498076,0.5501575259586965,0.5247563899331793
3277.25,16979.549221964167,1526.215907685676,13321.289087622823,5184.47604202702,35.19651827742848,35.06238658614784,0.5501575404699046,0.5247564219361178
3277.5,16464.338264154994,1526.2086265004193,12806.052806110642,5184.49408454477,35.19650375485063,35.062369408989575,0.5501575544198533,0.5247564539391677
3277.75,17037.09498036239,1526.2013473374332,13378.784207138877,5184.512120560947,35.19648708264004,35.06235223802106,0.5501575689936923,0.5247564859423289
3278.0,18710.094506737405,1526.1940701961557,15051.758426855678,5184.530150077884,35.19647281332912,35.06233507324007,0.5501575853899433,0.5247565179456014
3278.25,17598.577055388567,1526.1867950760259,13940.215677366665,5184.548173097925,35.19646621917129,35.06231791464437,0.5501576005753634,0.5247565499489852
3278.5,17959.424178472633,1526.179521976482,14301.037510825701,5184.566189623414,35.19645441893854,35.06230076223173,0.5501576161538356,0.5247565819524802
3278.75,17930.647618349725,1526.172250896963,14272.235669590002,5184.584199656684,35.19644426400912,35.06228361599993,0.5501576317009333,0.5247566139560864
3279.0,19273.804723951856,1526.1649818369078,15615.367502588691,5184.602203200073,35.1964339786345,35.06226647594674,0.5501576487111376,0.5247566459598038
3279.25,18485.16932327061,1526.1577147957555,14826.706837810443,5184.62020025592,35.19643020113738,35.06224934206995,0.5501576648622344,0.5247566779636321
3279.5,19934.853189584912,1526.1504497729454,16276.3654485313,5184.638190826556,35.196422527265725,35.06223221436731,0.55015768259248,0.5247567099675716
3279.75,19102.147092502026,1526.143186767917,15443.63410435562,5184.656174914321,35.19642218846879,35.062215092836624,0.5501576994156108,0.524756741971622
3280.0,17296.034650074154,1526.1359257801098,13637.49642333272,5184.674152521545,35.196417546346275,35.062197977475655,0.5501577142712714,0.5247567739757835
3280.25,17000.478370839915,1526.1286668089635,13341.914913998316,5184.692123650562,35.19640441481855,35.06218086828219,0.5501577288049477,0.5247568059800558
3280.5,17451.09529353668,1526.1214098539183,13792.506615086897,5184.7100883037,35.19639000665361,35.062163765254006,0.5501577438294647,0.5247568379844391
3280.75,18237.222349848722,1526.1141549144138,14578.60845827984,5184.728046483294,35.19637756493705,35.06214666838888,0.5501577597103018,0.5247568699889332
3281.0,17393.97309060207,1526.1069019898903,13735.33399440028,5184.745998191679,35.19636872282973,35.062129577684594,0.5501577746725392,0.5247569019935382
3281.25,16750.244891016173,1526.0996510797884,13091.580598664787,5184.763943431176,35.19635603297591,35.06211249313893,0.5501577889335203,0.5247569339982538
3281.5,18784.194751305775,1526.0924021835483,15125.505271285205,5184.78188220412,35.19634057631441,35.06209541474968,0.5501578054101056,0.5247569660030803
