time_s,P_drive_W,P_hvac_W,P_chiller_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
8.75,18805.48541656567,3182.626986123558,0.0,16738.11240268923,5250.0,30.08589631590797,30.14133954164881,0.5500009125341631,0.5250011211648389
9.0,18767.34788693961,3182.134327523675,0.0,16699.482214463285,5250.0,30.088278228342297,30.14531880487803,0.5500009307253202,0.5250011535722463
9.25,17216.116346900257,3181.64187415545,0.0,15147.758221055708,5250.0,30.090658835804227,30.149294812408797,0.5500009472261461,0.5250011859796537
9.5,17361.76339368837,3181.1496259333867,0.0,15292.913019621756,5250.0,30.09303186116451,30.15326756690481,0.5500009638850928,0.5250012183870612
9.75,17837.334011382478,3180.657582772025,0.0,15767.991594154504,5250.0,30.095404330605312,30.15723707102759,0.5500009810615543,0.5250012507944686
10.0,18598.367780770506,3180.165744585941,0.0,16528.533525356448,5250.0,30.09777759291411,30.16120332743649,0.5500009990664927,0.525001283201876
10.25,18680.773832780433,3179.674111289746,0.0,16610.44794407018,5250.0,30.10015292697083,30.16516633878867,0.5500010171606625,0.5250013156092834
10.5,17432.252103433053,3179.1826827980876,0.0,15361.43478623114,5250.0,30.102527481785163,30.16912610773913,0.5500010338942516,0.5250013480166908
10.75,17514.242251795735,3178.6914590256483,0.0,15442.933710821384,5250.0,30.10489569436736,30.173082636940695,0.5500010507166194,0.5250013804240983
11.0,17361.741667866776,3178.200439887145,0.0,15289.942107753923,5250.0,30.10726310445092,30.177035929044017,0.5500010673723298,0.5250014128315057
11.25,17532.609416674124,3177.7096252973324,0.0,15460.319041971456,5250.0,30.109628771557396,30.18098598669758,0.5500010842136359,0.5250014452389131
11.5,17809.66129794822,3177.2190151709997,0.0,15736.880313119218,5250.0,30.111993993337197,30.184932812547697,0.5500011013562071,0.5250014776463205
11.75,17894.547961847788,3176.7286094229707,0.0,15821.276571270759,5250.0,30.11435921209737,30.188876409238524,0.5500011185907131,0.525001510053728
12.0,19646.49157479817,3176.2384079681065,0.0,17572.729982766275,5250.0,30.116723649755244,30.192816779412052,0.5500011377331205,0.5250015424611354
12.25,17594.877072170857,3175.748410721302,0.0,15520.62548289216,5250.0,30.119094589362952,30.196753925708105,0.55000115464012,0.5250015748685428
12.5,17769.020506376623,3175.2586175974884,0.0,15694.279123974113,5250.0,30.121455538262584,30.20068785076435,0.5500011717362846,0.5250016072759502
12.75,18366.86218327522,3174.7690285116323,0.0,16291.631211786855,5250.0,30.12381606779942,30.2046185572163,0.5500011894831596,0.5250016396833577
13.0,17237.54074754406,3174.2796433787353,0.0,15161.820390922796,5250.0,30.126177963693802,30.208546047697304,0.5500012059993038,0.5250016720907651
13.25,17705.098280702074,3173.790462113835,0.0,15628.888742815907,5250.0,30.128534096517768,30.212470324838563,0.550001223024237,0.5250017044981725
13.5,18010.65478492881,3173.301484632004,0.0,15933.956269560815,5250.0,30.130890981326782,30.21639139126912,0.5500012403814879,0.5250017369055799
13.75,18619.31675761381,3172.81271084835,0.0,16542.12946846216,5250.0,30.133247997759643,30.220309249615873,0.5500012584012368,0.5250017693129874
14.0,16947.188113002594,3172.324140678017,0.0,14869.512253680612,5250.0,30.135606466377425,30.224223902503567,0.5500012745989625,0.5250018017203948
14.25,19097.175565829617,3171.835774036184,0.0,17019.0113398658,5250.0,30.137956955061018,30.228135352554798,0.5500012931381906,0.5250018341278022
14.5,17718.034107278716,3171.347610838064,0.0,15639.38171811678,5250.0,30.140315264968038,30.23204360239002,0.5500013101745541,0.5250018665352096
14.75,18135.5331368829,3170.859650998908,0.0,16056.392787881807,5250.0,30.142666571224204,30.235948654627542,0.5500013276651781,0.5250018989426171
15.0,18677.67064314761,3170.371894433999,0.0,16598.04253758161,5250.0,30.145018480039873,30.239850511883528,0.5500013457458344,0.5250019313500245
15.25,18528.63433738162,3169.8843410586587,0.0,16448.51867844028,5250.0,30.147371574333334,30.243749176772006,0.5500013636636107,0.5250019637574319
15.5,18847.3855089404,3169.396990788241,0.0,16766.78249972864,5250.0,30.14972290119628,30.247644651904864,0.5500013819280797,0.5250019961648393
15.75,18138.558253145504,3168.909843538138,0.0,16057.468096683642,5250.0,30.152074485421444,30.25153693989185,0.550001399419875,0.5250020285722468
16.0,17984.309317300394,3168.422899223774,0.0,15902.732216524168,5250.0,30.154421909842068,30.255426043340577,0.5500014167431128,0.5250020609796542
16.25,18253.18283142368,3167.936157760611,0.0,16171.118989184291,5250.0,30.156767568958934,30.25931196485653,0.5500014343587107,0.5250020933870616
16.5,17203.427687850733,3167.449619064145,0.0,15120.877306914877,5250.0,30.15911323202938,30.263194707043056,0.5500014508302546,0.525002125794469
16.75,18971.34989518736,3166.963283049907,0.0,16888.313178237266,5250.0,30.161453487846305,30.267074272501375,0.5500014692271099,0.5250021582018765
17.0,17379.691001087176,3166.4771496334647,0.0,15296.168150720641,5250.0,30.16380000874634,30.270950663830583,0.5500014858896024,0.5250021906092839
17.25,16991.804896093927,3165.991218730419,0.0,14907.796114824345,5250.0,30.16613872393909,30.27482388362764,0.5500015021290318,0.5250022230166913
17.5,19645.127024750822,3165.5054902564075,0.0,17560.63251500723,5250.0,30.168474792610805,30.278693934487386,0.5500015212582611,0.5250022554240987
17.75,17890.844048389717,3165.019964127102,0.0,15805.86401251682,5250.0,30.170820985527534,30.28256081900254,0.5500015384759779,0.5250022878315062
